set,z,num
1,23.638,15.09433962
1,23.744,30.18867925
1,23.85,9.433962264
1,23.956,26.41509434
1,24.062,18.86792453
1,24.168,7.547169812
1,24.274,30.18867925
1,24.38,13.20754717
1,24.486,7.547169812
1,24.592,15.09433962
1,24.698,11.32075472
1,24.804,13.20754717
1,24.91,11.32075472
1,25.016,15.09433962
1,25.122,22.64150943
1,25.228,20.75471698
1,25.334,5.660377358
1,25.44,18.86792453
1,25.546,15.09433962
1,25.652,11.32075472
1,25.758,15.09433962
1,25.864,11.32075472
1,25.97,18.86792453
1,26.076,15.09433962
1,26.182,15.09433962
1,26.288,13.20754717
1,26.394,5.660377359
1,26.5,7.547169812
1,26.606,11.32075472
1,26.712,15.09433962
1,26.818,15.09433962
1,26.924,13.20754717
1,27.03,13.20754717
1,27.136,15.09433962
1,27.242,7.547169812
1,27.348,16.98113207
1,27.454,7.547169811
1,27.56,16.98113207
1,27.666,5.660377358
1,27.772,11.32075472
1,27.878,7.547169812
1,27.984,7.547169812
1,28.09,5.660377358
1,28.196,11.32075472
1,28.302,7.547169811
1,28.408,5.660377359
1,28.514,11.32075472
1,28.62,11.32075472
1,28.726,7.547169811
1,28.832,7.547169811
1,28.938,13.20754717
1,29.044,1.886792453
1,29.15,0
