set,int,length
3,0,556.2
2,0,145.8
4,0,661.5
2,0,159.3
3,0,218.7
2,0,513
3,0,140.4
4,0,116.1
2,0,691.2
2,0,97.2
2,0,62.1
4,0,599.4
4,0,534.6
2,0,226.8
2,0,326.7
2,0,499.5
2,0,83.7
2,0,680.4
4,0,378
2,0,326.7
3,0,356.4
2,0,869.4
2,0,189
2,0,326.7
2,0,432
2,0,423.9
2,0,124.2
2,0,445.5
2,0,850.5
2,0,51.3
3,0,229.5
3,0,332.1
3,0,383.4
2,0,869.4
2,0,799.2
2,0,24.3
2,0,556.2
3,0,5.4
4,0,226.8
2,0,116.1
3,0,199.8
2,0,410.4
3,0,477.9
4,0,337.5
2,0,197.1
2,0,953.1
4,0,272.7
2,0,510.3
2,0,218.7
2,0,899.1
2,0,712.8
4,0,191.7
2,0,364.5
2,0,178.2
2,0,307.8
3,0,237.6
2,0,432
4,0,237.6
2,0,372.6
2,0,985.5
2,0,78.3
2,0,880.2
3,0,234.9
2,0,264.6
2,0,216
4,0,175.5
2,0,243
2,0,540
3,0,70.2
4,0,353.7
3,0,610.2
4,0,89.1
2,0,8.1
2,0,0
2,0,1028.7
2,0,264.6
2,0,1179.9
2,0,966.6
2,0,783
3,0,426.6
4,0,648
2,0,183.6
2,0,340.2
2,0,183.6
2,0,143.1
4,0,159.3
2,0,472.5
2,0,135
2,0,572.4
2,0,1179.9
4,0,156.6
2,0,396.9
2,0,226.8
4,0,596.7
3,0,448.2
2,0,2.7
2,0,1166.4
4,0,218.7
2,0,1117.8
3,0,515.7
4,0,245.7
2,0,675
2,0,556.2
2,0,1258.2
2,0,494.1
4,0,180.9
2,0,70.2
2,1,440.1
3,1,858.6
3,1,248.4
3,1,62.1
4,1,232.2
4,1,229.5
3,1,210.6
3,1,380.7
2,2,137.7
2,2,469.8
2,3,135
3,3,407.7
2,3,267.3
3,3,148.5
2,3,226.8
4,3,893.7
2,4,245.7
2,5,575.1
4,5,318.6
2,5,388.8
2,5,745.2
3,5,286.2
4,5,205.2
2,5,807.3
3,5,75.6
3,5,159.3
4,5,86.4
4,5,213.3
4,5,240.3
2,6,307.8
2,6,413.1
2,6,243
2,6,283.5
2,7,35.1
2,7,399.6
2,7,731.7
2,8,369.9
2,9,329.4
2,10,469.8
2,11,10.8
2,11,548.1
2,12,418.5
2,12,480.6
2,12,475.2
2,13,29.7
2,14,380.7
2,15,445.5
2,16,27
4,16,151.2
3,16,639.9
2,17,213.3
2,17,186.3
2,17,448.2
2,17,440.1
4,17,453.6
3,17,27
4,17,251.1
2,18,602.1
4,18,205.2
2,19,707.4
3,19,777.6
2,19,475.2
2,20,391.5
2,20,78.3
3,20,159.3
2,20,388.8
2,20,607.5
2,20,35.1
2,21,399.6
4,21,137.7
2,22,51.3
2,23,977.4
2,24,40.5
4,24,253.8
2,25,483.3
4,25,656.1
2,26,283.5
4,26,483.3
4,26,121.5
2,26,32.4
2,27,183.6
4,27,812.7
2,27,226.8
3,27,97.2
4,27,664.2
2,27,850.5
2,28,2.7
2,29,486
2,30,240.3
2,31,299.7
2,32,35.1
2,32,1047.6
2,33,35.1
3,33,18.9
4,33,224.1
2,34,186.3
2,34,461.7
2,34,264.6
2,35,399.6
2,35,221.4
2,36,243
2,37,118.8
2,38,464.4
2,38,245.7
2,38,91.8
2,39,62.1
4,39,291.6
2,40,191.7
2,41,718.2
2,42,105.3
3,42,340.2
4,42,318.6
2,43,191.7
2,43,305.1
2,44,351
3,44,229.5
2,45,45.9
4,45,885.6
2,45,218.7
2,46,985.5
2,47,118.8
2,48,761.4
2,49,850.5
2,49,864
4,49,396.9
3,49,116.1
4,49,226.8
2,50,399.6
3,50,386.1
2,51,1117.8
3,51,459
2,52,253.8
4,52,372.6
2,53,558.9
2,54,205.2
4,54,272.7
2,55,253.8
2,55,702
2,56,583.2
