set,int,length
2,353,313.20000000000005
3,353,105.30000000000001
4,353,764.1
2,354,183.60000000000002
2,354,78.30000000000001
2,355,345.6
2,355,723.6
2,356,135.0
4,356,496.8
2,357,294.3
3,357,426.6
3,357,475.2
4,357,202.5
2,358,245.7
4,358,540.0
2,359,140.4
2,359,94.5
2,360,207.9
2,361,202.5
4,361,251.1
2,362,62.1
2,363,456.3
4,363,10.8
2,364,243.00000000000003
4,364,402.30000000000007
2,365,213.3
4,365,904.5000000000001
2,366,24.3
4,366,288.9
2,367,129.6
4,367,864.0000000000001
2,368,189.0
2,369,232.20000000000002
2,370,345.6
2,371,186.3
2,372,21.6
2,373,199.8
2,374,353.7
3,374,75.6
4,374,391.5
2,375,191.70000000000002
2,376,267.3
2,377,126.9
2,378,224.10000000000002
2,379,221.4
2,380,24.3
2,381,210.60000000000002
2,382,91.80000000000001
2,383,205.20000000000002
2,384,210.60000000000002
4,384,261.90000000000003
2,385,226.8
2,386,237.6
3,386,10.8
2,387,129.6
2,388,172.8
3,388,828.9000000000001
4,388,475.2
2,389,167.40000000000003
2,390,51.300000000000004
2,391,283.50000000000006
3,391,561.6
2,392,102.60000000000001
2,393,91.80000000000001
2,394,164.70000000000002
2,395,159.3
4,395,342.90000000000003
2,395,386.1
2,396,259.2
2,397,267.3
2,398,62.1
4,398,24.3
2,399,170.1
2,400,124.2
2,401,162.0
2,402,213.3
2,403,207.9
4,403,224.10000000000002
4,403,337.5
2,404,75.6
4,404,391.5
4,404,380.70000000000005
2,405,137.70000000000002
2,406,37.8
2,407,753.3000000000001
2,408,62.1
2,409,151.2
2,410,164.70000000000002
2,411,234.90000000000003
3,411,45.900000000000006
4,411,599.4000000000001
2,412,148.50000000000003
2,413,170.1
4,413,710.1
3,413,151.2
2,414,135.0
4,414,5.4
2,415,143.1
2,415,1044.9
2,416,129.6
2,417,64.8
2,417,67.5
2,418,164.70000000000002
2,419,54.00000000000001
2,420,81.0
2,421,135.0
3,421,153.9
2,422,97.2
4,422,99.9
4,422,102.60000000000001
4,422,475.2
3,422,48.6
4,422,1325.7
2,423,48.6
4,423,707.4
2,424,116.10000000000001
4,424,221.4
4,424,645.3
2,425,43.2
4,425,594.0000000000001
3,425,218.70000000000002
2,426,32.4
2,427,89.1
2,428,105.30000000000001
3,428,450.90000000000003
2,429,229.5
2,430,145.8
2,431,124.2
2,432,13.500000000000002
2,433,164.70000000000002
2,434,24.3
2,435,121.50000000000001
2,436,21.6
2,437,32.4
2,438,56.7
2,439,143.1
2,440,126.9
2,441,140.4
2,442,105.30000000000001
3,442,197.1
4,442,842.4000000000001
2,443,124.2
2,444,116.10000000000001
4,444,642.6
3,444,205.20000000000002
4,444,410.40000000000003
2,445,132.3
3,445,504.90000000000003
4,445,407.7
2,446,24.3
2,447,151.2
2,447,18.9
3,447,399.6
2,447,688.5
2,448,99.9
3,448,945.0000000000001
4,448,35.1
2,449,97.2
2,450,94.5
2,451,59.4
2,452,89.1
2,453,712.8
2,454,78.30000000000001
4,454,915.3
2,455,108.00000000000001
2,456,126.9
4,456,162.0
2,457,164.70000000000002
4,457,51.300000000000004
4,457,521.1
2,458,97.2
2,459,126.9
3,459,278.1
3,459,885.6
4,459,172.8
2,460,491.4
2,461,72.9
2,462,86.4
2,463,175.50000000000003
3,463,861.3000000000001
4,463,218.70000000000002
4,463,610.2
4,463,537.3
2,464,24.3
3,464,356.4
4,464,186.3
2,465,64.8
2,466,83.70000000000002
2,467,62.1
3,467,178.2
2,468,118.8
2,469,70.2
2,470,54.00000000000001
2,471,75.6
4,471,315.90000000000003
2,472,97.2
2,473,67.5
2,474,129.6
2,475,108.00000000000001
2,476,67.5
3,476,839.7
2,477,40.5
2,478,32.4
2,479,35.1
2,480,64.8
4,480,27.000000000000004
4,480,270.0
2,481,56.7
3,481,321.3
4,481,607.5
4,481,850.5
2,482,32.4
2,483,97.2
4,483,567.0000000000001
2,484,162.0
2,485,67.5
2,486,1190.7
3,486,459.0
4,486,672.3
4,486,72.9
3,486,1077.3000000000002
4,486,234.90000000000003
2,487,67.5
2,487,56.7
3,487,475.2
4,487,248.4
3,487,658.8000000000001
2,487,259.2
2,488,183.60000000000002
2,489,62.1
2,490,83.70000000000002
2,491,70.2
2,492,78.30000000000001
3,492,243.00000000000003
4,492,734.4000000000001
2,493,94.5
3,493,669.6000000000001
2,494,37.8
3,494,116.10000000000001
2,494,369.90000000000003
4,494,650.7
2,495,40.5
3,495,440.1
4,495,310.5
2,496,56.7
2,497,56.7
2,498,40.5
4,498,21.6
2,499,37.8
2,500,40.5
2,500,54.00000000000001
4,500,885.6
2,501,40.5
2,502,35.1
2,503,29.7
2,504,21.6
2,504,302.4
2,505,24.3
3,505,491.4
2,506,243.00000000000003
2,507,13.500000000000002
2,507,891.0
2,508,13.500000000000002
4,508,329.40000000000003
2,509,13.500000000000002
2,510,13.500000000000002
2,511,8.1
3,511,831.6
3,511,1139.3999999999999
2,512,8.1
3,512,72.9
2,513,13.500000000000002
2,514,8.1
2,515,2.7
2,515,199.8
