set,int,length
2,256,324
2,257,607.5
4,257,583.2
4,257,380.7
2,258,56.7
3,258,791.1
4,258,418.5
3,258,315.9
4,258,750.6
2,259,270
3,259,310.5
4,259,448.2
3,259,1112.4
4,259,553.5
4,259,221.4
2,259,40.5
2,260,313.2
2,261,313.2
2,262,153.9
2,263,267.3
4,263,523.8
4,263,1155.6
2,264,248.4
2,265,13.5
3,265,526.5
4,265,877.5
3,265,653.4
3,265,529.2
3,265,5.4
2,266,310.5
2,267,259.2
2,268,35.1
4,268,345.6
2,269,37.8
4,269,904.5
2,270,70.2
2,271,410.4
2,272,226.8
3,272,440.1
4,272,529.2
2,273,475.2
2,274,83.7
2,274,197.1
2,275,291.6
2,276,24.3
2,276,580.5
2,277,116.1
2,277,102.6
2,278,167.4
2,278,523.8
2,279,267.3
2,280,51.3
2,281,324
2,282,229.5
2,283,280.8
2,284,372.6
2,285,275.4
3,285,1228.5
4,285,135
4,285,456.3
2,286,253.8
2,286,113.4
2,287,253.8
2,287,89.1
2,288,278.1
4,288,594
2,289,121.5
3,289,467.1
2,290,102.6
2,291,683.1
4,291,1139.4
4,291,934.2
2,292,59.4
2,293,423.9
2,293,234.9
2,294,121.5
2,295,54
3,295,148.5
4,295,129.6
3,295,537.3
2,296,156.6
3,296,40.5
4,296,110.7
2,297,199.8
2,298,16.2
2,299,467.1
2,300,175.5
2,301,178.2
3,301,1077.3
4,301,21.6
2,302,78.3
2,303,45.9
2,304,32.4
2,305,21.6
2,306,240.3
4,306,213.3
2,306,143.1
3,306,1085.4
4,306,5.4
2,307,51.3
2,307,599.4
3,307,918
3,307,1096.2
4,307,243
2,308,267.3
2,309,191.7
2,310,207.9
2,311,189
2,312,70.2
4,312,37.8
2,313,191.7
3,313,831.6
4,313,283.5
3,313,170.1
2,314,191.7
2,315,99.9
2,316,286.2
2,317,175.5
2,318,145.8
2,318,726.3
3,318,607.5
2,319,162
2,320,191.7
2,321,183.6
2,322,199.8
4,322,820.8
2,323,32.4
2,323,253.8
2,324,359.1
4,324,734.4
3,324,534.6
3,324,164.7
2,325,180.9
2,326,186.3
2,327,199.8
2,327,866.7
2,328,251.1
2,329,205.2
2,329,45.9
2,330,27
2,331,156.6
2,332,21.6
2,332,86.4
2,333,283.5
2,334,170.1
2,335,140.4
4,335,988.2
2,336,170.1
2,337,110.7
2,338,172.8
2,339,126.9
2,340,159.3
3,340,831.6
3,340,661.5
4,340,218.7
2,341,197.1
2,341,234.9
2,341,315.9
2,342,67.5
3,342,418.5
4,342,313.2
2,343,226.8
2,344,116.1
2,345,232.2
4,345,97.2
4,345,448.2
2,346,156.6
4,346,515.7
2,347,318.6
3,347,783
3,347,1074.6
4,347,16.2
4,347,294.3
2,348,129.6
2,348,113.4
4,348,248.4
3,348,340.2
4,348,963.9
4,348,1236.6
3,348,772.2
2,349,167.4
2,349,588.6
2,350,259.2
2,351,86.4
2,352,124.2
3,352,86.4
2,353,113.4
2,354,286.2
2,354,81
2,355,45.9
2,356,151.2
3,356,469.8
